1751028702.0014966,0.398919,True
1751028702.4006371,0.110986,True
1751028702.5117798,0.110642,True
1751028725.008049,0.374675,True
1751028728.0201654,0.351230,True
1751028731.0672238,0.359339,True
1751028734.6788447,0.354532,True
1751028737.6966493,0.348721,True
1751028740.7830527,0.342819,True
1751028743.801198,0.342489,True
1751028746.8369412,0.384756,True
1751028750.022115,0.410130,True
1751028753.2781246,0.380909,True
1751030600.9226396,0.454396,True
1751030601.3791485,0.105007,True
1751030601.4843283,0.105094,True
1751030655.0067787,0.317438,True
1751030655.3243947,0.099559,True
1751030655.424109,0.103533,True
1751032014.6364903,0.454964,True
1751032015.0916457,0.098771,True
1751032015.1906211,0.098265,True
1751032303.7116077,0.328477,True
1751032304.040255,0.095696,True
1751032304.136093,0.098024,True
1751032368.2045088,0.459975,True
1751032368.6665695,0.111324,True
1751032368.7780476,0.113974,True
1751035945.4809241,0.359964,True
1751035945.8410425,0.093163,True
1751035945.9344056,0.100665,True
1751035984.4310117,0.307943,True
1751035984.7390974,0.099869,True
1751035984.8391054,0.100315,True
1751036007.9897044,0.329370,True
1751036008.31926,0.117637,True
1751036008.4370174,0.108441,True
1751036088.5904937,0.366525,True
1751036088.9571683,0.098521,True
1751036089.0559065,0.096388,True
1751036153.767636,0.315165,True
1751036154.0829718,0.096522,True
1751036154.179674,0.096069,True
1751036168.56225,0.308248,True
1751036168.87066,0.093687,True
1751036168.9645169,0.096389,True
1751036194.5139637,0.337175,True
1751036194.8512945,0.099623,True
1751036194.9511015,0.114455,True
1751036214.356763,0.310244,True
1751036214.6671715,0.094234,True
1751036214.7615945,0.095859,True
1751037950.3268487,0.332069,True
1751037950.6591027,0.084197,True
1751037950.7434897,0.085865,True
1751037973.483948,0.341027,True
1751037973.8251472,0.085997,True
1751037973.9113235,0.086888,True
1751039783.4928136,0.378643,True
1751039783.8716419,0.103565,True
1751039783.9753811,0.112669,True
1751039806.9789991,0.368489,True
1751039807.3476193,0.107164,True
1751039807.4549344,0.104705,True
